id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,nama_wilayah,jumlah,satuan,bulan,tahun
240,32,JAWA BARAT,3274,KOTA CIREBON,LAIN-LAIN,39,ORANG,APRIL,2021
241,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,374,ORANG,MEI,2021
242,32,JAWA BARAT,3274,KOTA CIREBON,KAB CIREBON,746,ORANG,MEI,2021
243,32,JAWA BARAT,3274,KOTA CIREBON,KUNINGAN,75,ORANG,MEI,2021
244,32,JAWA BARAT,3274,KOTA CIREBON,INDRAMAYU,118,ORANG,MEI,2021
245,32,JAWA BARAT,3274,KOTA CIREBON,MAJALENGKA,57,ORANG,MEI,2021
246,32,JAWA BARAT,3274,KOTA CIREBON,LAIN-LAIN,55,ORANG,MEI,2021
247,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,382,ORANG,JUNI,2021
248,32,JAWA BARAT,3274,KOTA CIREBON,KAB CIREBON,745,ORANG,JUNI,2021
249,32,JAWA BARAT,3274,KOTA CIREBON,KUNINGAN,75,ORANG,JUNI,2021
250,32,JAWA BARAT,3274,KOTA CIREBON,INDRAMAYU,95,ORANG,JUNI,2021
251,32,JAWA BARAT,3274,KOTA CIREBON,MAJALENGKA,61,ORANG,JUNI,2021
252,32,JAWA BARAT,3274,KOTA CIREBON,LAIN-LAIN,66,ORANG,JUNI,2021
253,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,455,ORANG,JULI,2021
254,32,JAWA BARAT,3274,KOTA CIREBON,KAB CIREBON,540,ORANG,JULI,2021
255,32,JAWA BARAT,3274,KOTA CIREBON,KUNINGAN,63,ORANG,JULI,2021
256,32,JAWA BARAT,3274,KOTA CIREBON,INDRAMAYU,76,ORANG,JULI,2021
257,32,JAWA BARAT,3274,KOTA CIREBON,MAJALENGKA,67,ORANG,JULI,2021
258,32,JAWA BARAT,3274,KOTA CIREBON,LAIN-LAIN,78,ORANG,JULI,2021
259,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,330,ORANG,AGUSTUS,2021
260,32,JAWA BARAT,3274,KOTA CIREBON,KAB CIREBON,506,ORANG,AGUSTUS,2021
261,32,JAWA BARAT,3274,KOTA CIREBON,KUNINGAN,73,ORANG,AGUSTUS,2021
262,32,JAWA BARAT,3274,KOTA CIREBON,INDRAMAYU,67,ORANG,AGUSTUS,2021
263,32,JAWA BARAT,3274,KOTA CIREBON,MAJALENGKA,46,ORANG,AGUSTUS,2021
264,32,JAWA BARAT,3274,KOTA CIREBON,LAIN-LAIN,36,ORANG,AGUSTUS,2021
265,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,279,ORANG,SEPTEMBER,2021
266,32,JAWA BARAT,3274,KOTA CIREBON,KAB CIREBON,532,ORANG,SEPTEMBER,2021
267,32,JAWA BARAT,3274,KOTA CIREBON,KUNINGAN,83,ORANG,SEPTEMBER,2021
268,32,JAWA BARAT,3274,KOTA CIREBON,INDRAMAYU,88,ORANG,SEPTEMBER,2021
269,32,JAWA BARAT,3274,KOTA CIREBON,MAJALENGKA,60,ORANG,SEPTEMBER,2021
270,32,JAWA BARAT,3274,KOTA CIREBON,LAIN-LAIN,47,ORANG,SEPTEMBER,2021
271,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,322,ORANG,OKTOBER,2021
272,32,JAWA BARAT,3274,KOTA CIREBON,KAB CIREBON,490,ORANG,OKTOBER,2021
273,32,JAWA BARAT,3274,KOTA CIREBON,KUNINGAN,79,ORANG,OKTOBER,2021
274,32,JAWA BARAT,3274,KOTA CIREBON,INDRAMAYU,90,ORANG,OKTOBER,2021
275,32,JAWA BARAT,3274,KOTA CIREBON,MAJALENGKA,66,ORANG,OKTOBER,2021
276,32,JAWA BARAT,3274,KOTA CIREBON,LAIN-LAIN,42,ORANG,OKTOBER,2021
277,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,319,ORANG,NOVEMBER,2021
278,32,JAWA BARAT,3274,KOTA CIREBON,KAB CIREBON,623,ORANG,NOVEMBER,2021
279,32,JAWA BARAT,3274,KOTA CIREBON,KUNINGAN,79,ORANG,NOVEMBER,2021
280,32,JAWA BARAT,3274,KOTA CIREBON,INDRAMAYU,95,ORANG,NOVEMBER,2021
281,32,JAWA BARAT,3274,KOTA CIREBON,MAJALENGKA,58,ORANG,NOVEMBER,2021
282,32,JAWA BARAT,3274,KOTA CIREBON,LAIN-LAIN,34,ORANG,NOVEMBER,2021
283,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,365,ORANG,DESEMBER,2021
284,32,JAWA BARAT,3274,KOTA CIREBON,KAB CIREBON,757,ORANG,DESEMBER,2021
285,32,JAWA BARAT,3274,KOTA CIREBON,KUNINGAN,89,ORANG,DESEMBER,2021
286,32,JAWA BARAT,3274,KOTA CIREBON,INDRAMAYU,86,ORANG,DESEMBER,2021
287,32,JAWA BARAT,3274,KOTA CIREBON,MAJALENGKA,48,ORANG,DESEMBER,2021
288,32,JAWA BARAT,3274,KOTA CIREBON,LAIN-LAIN,43,ORANG,DESEMBER,2021
